CO,PM10,PM25,NO2,NO,NOX,ville,annee,mois,jour,heure,AQI,temperature,vent,pluie,humidite
,4.7,34.0,26.3,74.3,,Boulevard Haussmann,2025.0,2.0,24.0,16.0,97.05579399141632,2,1,4,4
,6.3,33.4,17.8,60.6,,Boulevard Haussmann,2025.0,2.0,24.0,17.0,95.793991416309,3,3,1,4
,6.8,31.9,14.3,53.9,,Boulevard Haussmann,2025.0,2.0,24.0,18.0,92.63948497854076,2,4,4,4
,6.8,31.3,11.2,48.4,,Boulevard Haussmann,2025.0,2.0,24.0,19.0,91.37768240343348,2,2,2,1
,7.0,25.5,8.7,39.0,,Boulevard Haussmann,2025.0,2.0,24.0,20.0,79.18025751072962,2,2,4,1
,6.3,24.1,7.9,36.2,,Boulevard Haussmann,2025.0,2.0,24.0,21.0,76.23605150214593,4,3,2,3
,9.4,31.6,12.0,50.0,,Boulevard Haussmann,2025.0,2.0,24.0,22.0,92.00858369098714,2,2,2,1
,9.6,15.1,6.8,25.5,,Boulevard Haussmann,2025.0,2.0,24.0,23.0,57.30901287553648,3,2,2,1
,4.8,13.3,6.0,22.4,,Boulevard Haussmann,2025.0,2.0,25.0,0.0,53.52360515021459,1,1,1,1
,2.3,8.7,3.5,14.0,,Boulevard Haussmann,2025.0,2.0,25.0,1.0,36.25,2,3,2,2
,4.9,8.6,3.0,13.2,,Boulevard Haussmann,2025.0,2.0,25.0,2.0,35.833333333333336,3,2,4,4
,6.5,10.2,2.8,14.4,,Boulevard Haussmann,2025.0,2.0,25.0,3.0,42.5,2,4,3,2
,4.3,12.7,3.7,18.4,,Boulevard Haussmann,2025.0,2.0,25.0,4.0,52.261802575107296,1,3,3,1
,6.9,21.6,8.6,34.8,,Boulevard Haussmann,2025.0,2.0,25.0,5.0,70.9785407725322,3,3,3,4
,7.6,32.2,13.7,53.1,,Boulevard Haussmann,2025.0,2.0,25.0,6.0,93.27038626609442,3,2,2,1
,10.9,39.3,18.1,66.9,,Boulevard Haussmann,2025.0,2.0,25.0,7.0,110.356783919598,1,2,1,4
,6.5,42.3,24.3,79.4,,Boulevard Haussmann,2025.0,2.0,25.0,8.0,117.74371859296484,3,1,2,2
,7.2,45.0,16.2,69.8,,Boulevard Haussmann,2025.0,2.0,25.0,9.0,124.39195979899498,1,4,3,1
,9.8,36.1,13.1,56.2,,Boulevard Haussmann,2025.0,2.0,25.0,10.0,102.47738693467338,3,1,4,1
,11.2,36.4,11.0,53.3,,Boulevard Haussmann,2025.0,2.0,25.0,11.0,103.21608040201004,3,1,2,2
,9.5,34.8,7.1,45.6,,Boulevard Haussmann,2025.0,2.0,25.0,12.0,98.7381974248927,1,4,3,1
,9.3,24.4,5.9,33.4,,Boulevard Haussmann,2025.0,2.0,25.0,13.0,76.86695278969957,1,2,4,4
,9.5,28.9,6.5,38.8,,Boulevard Haussmann,2025.0,2.0,25.0,14.0,86.3304721030043,3,1,1,1
,9.2,30.8,6.6,40.9,,Boulevard Haussmann,2025.0,2.0,25.0,15.0,90.32618025751074,3,3,4,2
,7.0,19.7,5.6,28.4,,Boulevard Haussmann,2025.0,2.0,25.0,16.0,66.98283261802575,1,1,1,3
,4.3,17.7,4.5,24.6,,Boulevard Haussmann,2025.0,2.0,25.0,17.0,62.776824034334766,4,4,4,1
,3.5,17.3,3.8,23.1,,Boulevard Haussmann,2025.0,2.0,25.0,18.0,61.93562231759657,1,1,1,1
,4.5,18.9,4.3,25.6,,Boulevard Haussmann,2025.0,2.0,25.0,19.0,65.30042918454936,3,1,1,1
,5.5,20.3,3.5,25.6,,Boulevard Haussmann,2025.0,2.0,25.0,20.0,68.24463519313305,3,3,1,3
,6.0,22.1,3.6,27.6,,Boulevard Haussmann,2025.0,2.0,25.0,21.0,72.03004291845494,3,4,2,4
,6.3,21.6,4.9,29.1,,Boulevard Haussmann,2025.0,2.0,25.0,22.0,70.9785407725322,1,3,4,2
,6.7,19.8,4.5,26.6,,Boulevard Haussmann,2025.0,2.0,25.0,23.0,67.19313304721031,3,2,1,4
,7.9,18.4,3.7,23.9,,Boulevard Haussmann,2025.0,2.0,26.0,0.0,64.2489270386266,4,4,4,4
,,14.3,2.9,18.6,,Boulevard Haussmann,2025.0,2.0,26.0,1.0,55.62660944206009,2,1,2,2
,7.4,16.0,3.6,21.3,,Boulevard Haussmann,2025.0,2.0,26.0,2.0,59.20171673819743,4,3,3,2
,6.2,17.8,3.3,22.8,,Boulevard Haussmann,2025.0,2.0,26.0,3.0,62.98712446351932,1,3,3,4
,4.5,13.2,3.8,18.9,,Boulevard Haussmann,2025.0,2.0,26.0,4.0,53.31330472103004,3,4,1,2
,2.4,17.2,5.2,25.2,,Boulevard Haussmann,2025.0,2.0,26.0,5.0,61.72532188841202,1,3,2,1
,3.8,34.4,15.4,57.9,,Boulevard Haussmann,2025.0,2.0,26.0,6.0,97.8969957081545,2,4,4,4
,8.4,46.8,27.6,89.1,,Boulevard Haussmann,2025.0,2.0,26.0,7.0,128.82412060301507,1,2,1,4
,7.6,53.2,37.5,110.7,,Boulevard Haussmann,2025.0,2.0,26.0,8.0,144.58291457286433,3,4,3,3
,6.9,44.6,29.1,89.2,,Boulevard Haussmann,2025.0,2.0,26.0,9.0,123.4070351758794,2,4,2,3
,5.6,35.8,23.3,71.5,,Boulevard Haussmann,2025.0,2.0,26.0,10.0,101.73869346733667,2,2,3,4
,5.5,37.8,31.7,86.2,,Boulevard Haussmann,2025.0,2.0,26.0,11.0,106.66331658291456,3,2,2,2
,6.5,27.7,24.0,64.3,,Boulevard Haussmann,2025.0,2.0,26.0,12.0,83.8068669527897,3,1,3,2
,7.0,26.9,18.3,55.0,,Boulevard Haussmann,2025.0,2.0,26.0,13.0,82.12446351931331,3,3,1,1
,5.0,27.8,20.8,59.7,,Boulevard Haussmann,2025.0,2.0,26.0,14.0,84.01716738197425,1,2,1,4
,6.0,18.7,11.9,36.8,,Boulevard Haussmann,2025.0,2.0,26.0,15.0,64.87982832618026,4,2,1,4
,6.0,20.1,9.5,34.7,,Boulevard Haussmann,2025.0,2.0,26.0,16.0,67.82403433476395,1,3,3,2
,5.3,23.0,9.7,37.9,,Boulevard Haussmann,2025.0,2.0,26.0,17.0,73.92274678111588,1,3,4,4
,5.0,23.7,7.8,35.7,,Boulevard Haussmann,2025.0,2.0,26.0,18.0,75.39484978540773,4,1,3,2
,4.6,41.1,20.9,73.0,,Boulevard Haussmann,2025.0,2.0,26.0,19.0,114.7889447236181,3,1,3,4
,6.1,38.7,11.0,55.6,,Boulevard Haussmann,2025.0,2.0,26.0,20.0,108.87939698492464,3,4,4,2
,4.5,29.5,7.1,40.4,,Boulevard Haussmann,2025.0,2.0,26.0,21.0,87.5922746781116,4,1,1,2
,5.1,25.4,9.4,39.9,,Boulevard Haussmann,2025.0,2.0,26.0,22.0,78.96995708154506,4,2,3,3
,6.9,23.3,7.1,34.2,,Boulevard Haussmann,2025.0,2.0,26.0,23.0,74.55364806866953,1,2,3,2
,6.2,19.8,5.6,28.3,,Boulevard Haussmann,2025.0,2.0,27.0,0.0,67.19313304721031,2,3,1,2
,7.9,16.0,5.2,23.9,,Boulevard Haussmann,2025.0,2.0,27.0,1.0,59.20171673819743,4,1,3,1
,3.9,13.3,4.2,19.8,,Boulevard Haussmann,2025.0,2.0,27.0,2.0,53.52360515021459,1,4,4,2
,4.1,13.8,5.3,21.9,,Boulevard Haussmann,2025.0,2.0,27.0,3.0,54.57510729613734,2,4,2,2
,5.5,12.5,4.5,19.5,,Boulevard Haussmann,2025.0,2.0,27.0,4.0,51.8412017167382,3,4,3,1
,6.3,17.7,8.2,30.2,,Boulevard Haussmann,2025.0,2.0,27.0,5.0,62.776824034334766,3,4,4,4
,5.0,29.7,12.6,49.0,,Boulevard Haussmann,2025.0,2.0,27.0,6.0,88.01287553648069,1,3,1,1
,5.3,46.3,22.6,80.9,,Boulevard Haussmann,2025.0,2.0,27.0,7.0,127.5929648241206,1,1,2,2
,5.6,54.8,39.3,115.0,,Boulevard Haussmann,2025.0,2.0,27.0,8.0,148.52261306532662,4,1,1,4
,4.0,42.8,28.0,85.8,,Boulevard Haussmann,2025.0,2.0,27.0,9.0,118.97487437185929,3,1,1,4
,5.0,32.7,23.9,69.2,,Boulevard Haussmann,2025.0,2.0,27.0,10.0,94.32188841201716,1,1,1,1
,5.1,39.4,34.1,91.5,,Boulevard Haussmann,2025.0,2.0,27.0,11.0,110.60301507537687,3,4,2,1
,10.8,35.4,26.2,75.7,,Boulevard Haussmann,2025.0,2.0,27.0,12.0,100.0,3,4,4,2
,9.0,29.3,19.1,58.5,,Boulevard Haussmann,2025.0,2.0,27.0,13.0,87.1716738197425,4,3,4,3
,6.7,34.8,19.0,63.9,,Boulevard Haussmann,2025.0,2.0,27.0,14.0,98.7381974248927,2,3,4,4
,3.3,25.2,9.8,40.2,,Boulevard Haussmann,2025.0,2.0,27.0,15.0,78.54935622317598,4,4,4,1
,1.3,18.9,5.3,27.1,,Boulevard Haussmann,2025.0,2.0,27.0,16.0,65.30042918454936,1,2,2,2
,2.9,27.5,8.6,40.6,,Boulevard Haussmann,2025.0,2.0,27.0,17.0,83.3862660944206,4,1,1,1
,6.1,32.7,7.7,44.5,,Boulevard Haussmann,2025.0,2.0,27.0,18.0,94.32188841201716,4,3,3,3
,6.9,29.8,4.4,36.4,,Boulevard Haussmann,2025.0,2.0,27.0,19.0,88.22317596566525,3,4,2,3
,3.4,36.3,6.2,45.8,,Boulevard Haussmann,2025.0,2.0,27.0,20.0,102.96984924623116,4,1,1,2
,9.3,31.4,3.5,37.0,,Boulevard Haussmann,2025.0,2.0,27.0,21.0,91.58798283261802,1,1,3,3
,7.3,30.6,4.3,37.2,,Boulevard Haussmann,2025.0,2.0,27.0,22.0,89.90557939914163,2,4,1,4
,8.4,31.8,4.9,39.3,,Boulevard Haussmann,2025.0,2.0,27.0,23.0,92.42918454935624,4,2,4,2
,5.7,22.2,3.4,27.4,,Boulevard Haussmann,2025.0,2.0,28.0,0.0,72.24034334763948,4,2,2,2
,6.5,20.9,3.3,25.9,,Boulevard Haussmann,2025.0,2.0,28.0,1.0,69.50643776824035,2,3,2,4
,7.8,22.1,2.6,26.1,,Boulevard Haussmann,2025.0,2.0,28.0,2.0,72.03004291845494,1,4,3,1
,5.8,21.1,2.6,25.1,,Boulevard Haussmann,2025.0,2.0,28.0,3.0,69.92703862660944,1,3,2,2
,6.5,20.8,2.6,24.9,,Boulevard Haussmann,2025.0,2.0,28.0,4.0,69.2961373390558,4,2,1,1
,8.0,24.2,3.3,29.4,,Boulevard Haussmann,2025.0,2.0,28.0,5.0,76.44635193133047,3,3,1,4
,9.7,29.7,4.8,36.9,,Boulevard Haussmann,2025.0,2.0,28.0,6.0,88.01287553648069,4,3,3,4
,9.8,43.3,9.5,57.9,,Boulevard Haussmann,2025.0,2.0,28.0,7.0,120.20603015075376,2,2,3,1
,10.5,49.6,17.4,76.2,,Boulevard Haussmann,2025.0,2.0,28.0,8.0,135.71859296482413,2,1,3,1
,8.6,38.1,13.8,59.2,,Boulevard Haussmann,2025.0,2.0,28.0,9.0,107.40201005025126,2,1,3,1
,7.7,23.3,7.5,34.8,,Boulevard Haussmann,2025.0,2.0,28.0,10.0,74.55364806866953,4,2,4,2
,7.8,19.1,6.1,28.5,,Boulevard Haussmann,2025.0,2.0,28.0,11.0,65.72103004291846,4,1,1,3
,10.6,16.3,5.0,23.8,,Boulevard Haussmann,2025.0,2.0,28.0,12.0,59.832618025751074,1,4,1,2
,14.7,20.9,6.3,30.5,,Boulevard Haussmann,2025.0,2.0,28.0,13.0,69.50643776824035,3,1,1,3
,13.8,19.9,5.1,27.7,,Boulevard Haussmann,2025.0,2.0,28.0,14.0,67.40343347639485,4,2,1,2
,12.7,19.4,5.3,27.5,,Boulevard Haussmann,2025.0,2.0,28.0,15.0,66.3519313304721,1,4,4,1
,10.3,21.2,3.8,27.0,,Boulevard Haussmann,2025.0,2.0,28.0,16.0,70.137339055794,4,3,3,1
,6.6,26.8,4.5,33.8,,Boulevard Haussmann,2025.0,2.0,28.0,17.0,81.91416309012877,1,2,2,2
,5.7,27.8,4.1,34.1,,Boulevard Haussmann,2025.0,2.0,28.0,18.0,84.01716738197425,1,2,1,4
,15.0,36.5,4.1,42.8,,Boulevard Haussmann,2025.0,2.0,28.0,19.0,103.46231155778896,3,1,2,3
,11.9,26.3,3.1,31.1,,Boulevard Haussmann,2025.0,2.0,28.0,20.0,80.86266094420601,4,4,4,2
,13.4,27.7,3.3,32.8,,Boulevard Haussmann,2025.0,2.0,28.0,21.0,83.8068669527897,1,2,4,2
,20.5,27.8,3.9,33.7,,Boulevard Haussmann,2025.0,2.0,28.0,22.0,84.01716738197425,2,4,3,3
,13.4,25.6,4.5,32.6,,Boulevard Haussmann,2025.0,2.0,28.0,23.0,79.39055793991417,2,4,4,1
,14.4,28.7,5.1,36.5,,Boulevard Haussmann,2025.0,3.0,1.0,0.0,85.9098712446352,2,1,3,1
,19.8,24.4,3.8,30.2,,Boulevard Haussmann,2025.0,3.0,1.0,1.0,76.86695278969957,3,2,2,1
,22.5,25.2,3.8,31.0,,Boulevard Haussmann,2025.0,3.0,1.0,2.0,78.54935622317598,1,4,4,4
,26.6,23.3,3.5,28.7,,Boulevard Haussmann,2025.0,3.0,1.0,3.0,74.55364806866953,3,4,3,3
,15.1,18.6,2.9,23.0,,Boulevard Haussmann,2025.0,3.0,1.0,4.0,64.66952789699572,4,3,2,1
,18.8,22.2,3.1,26.9,,Boulevard Haussmann,2025.0,3.0,1.0,5.0,72.24034334763948,4,1,1,4
,20.3,26.9,5.1,34.6,,Boulevard Haussmann,2025.0,3.0,1.0,6.0,82.12446351931331,1,2,3,1
,17.1,26.9,6.4,36.8,,Boulevard Haussmann,2025.0,3.0,1.0,7.0,82.12446351931331,2,4,3,4
,,22.7,6.0,32.0,,Boulevard Haussmann,2025.0,3.0,1.0,8.0,73.29184549356223,1,1,2,4
,17.6,24.4,9.2,38.6,,Boulevard Haussmann,2025.0,3.0,1.0,9.0,76.86695278969957,1,2,2,1
,20.0,19.4,7.7,31.1,,Boulevard Haussmann,2025.0,3.0,1.0,10.0,66.3519313304721,1,4,2,4
,22.1,17.4,7.4,28.8,,Boulevard Haussmann,2025.0,3.0,1.0,11.0,62.14592274678112,3,2,2,3
,14.9,16.3,7.2,27.3,,Boulevard Haussmann,2025.0,3.0,1.0,12.0,59.832618025751074,4,2,2,3
,18.8,13.8,4.6,20.9,,Boulevard Haussmann,2025.0,3.0,1.0,13.0,54.57510729613734,1,1,3,1
,18.5,13.1,5.2,21.0,,Boulevard Haussmann,2025.0,3.0,1.0,14.0,53.10300429184549,1,1,2,2
,15.7,14.4,5.2,22.2,,Boulevard Haussmann,2025.0,3.0,1.0,15.0,55.83690987124464,1,3,1,4
,15.7,16.6,5.6,25.1,,Boulevard Haussmann,2025.0,3.0,1.0,16.0,60.46351931330473,3,3,2,2
,9.9,17.3,4.1,23.6,,Boulevard Haussmann,2025.0,3.0,1.0,17.0,61.93562231759657,3,3,4,1
,12.0,20.8,4.1,27.1,,Boulevard Haussmann,2025.0,3.0,1.0,18.0,69.2961373390558,3,4,3,3
,10.9,20.2,3.1,25.0,,Boulevard Haussmann,2025.0,3.0,1.0,19.0,68.0343347639485,1,3,1,1
,15.9,22.5,3.4,27.7,,Boulevard Haussmann,2025.0,3.0,1.0,20.0,72.87124463519314,2,2,3,1
,13.8,22.1,3.7,27.9,,Boulevard Haussmann,2025.0,3.0,1.0,21.0,72.03004291845494,2,1,4,4
,10.3,19.9,3.6,25.4,,Boulevard Haussmann,2025.0,3.0,1.0,22.0,67.40343347639485,2,2,2,4
,9.3,20.5,4.2,26.9,,Boulevard Haussmann,2025.0,3.0,1.0,23.0,68.66523605150215,4,1,3,2
,12.3,21.8,3.4,27.0,,Boulevard Haussmann,2025.0,3.0,2.0,0.0,71.3991416309013,1,1,3,2
,11.2,20.4,3.2,25.3,,Boulevard Haussmann,2025.0,3.0,2.0,1.0,68.45493562231759,2,2,2,1
,14.6,15.9,3.0,20.5,,Boulevard Haussmann,2025.0,3.0,2.0,2.0,58.99141630901288,2,2,3,4
,13.7,17.0,3.0,21.6,,Boulevard Haussmann,2025.0,3.0,2.0,3.0,61.30472103004292,2,4,3,1
,16.7,14.3,2.6,18.2,,Boulevard Haussmann,2025.0,3.0,2.0,4.0,55.62660944206009,1,1,3,4
,18.5,15.0,2.7,19.3,,Boulevard Haussmann,2025.0,3.0,2.0,5.0,57.09871244635193,2,3,4,3
,27.9,16.7,3.1,21.4,,Boulevard Haussmann,2025.0,3.0,2.0,6.0,60.67381974248927,2,4,4,4
,28.3,21.3,4.2,27.8,,Boulevard Haussmann,2025.0,3.0,2.0,7.0,70.34763948497854,1,3,4,2
,23.5,20.0,6.2,29.4,,Boulevard Haussmann,2025.0,3.0,2.0,8.0,67.61373390557941,4,4,1,1
,16.9,17.8,7.1,28.6,,Boulevard Haussmann,2025.0,3.0,2.0,9.0,62.98712446351932,3,1,3,4
,13.8,15.5,6.3,25.0,,Boulevard Haussmann,2025.0,3.0,2.0,10.0,58.15021459227468,2,2,2,2
,10.3,13.1,5.4,21.4,,Boulevard Haussmann,2025.0,3.0,2.0,11.0,53.10300429184549,3,2,2,2
,11.9,17.7,7.8,29.6,,Boulevard Haussmann,2025.0,3.0,2.0,12.0,62.776824034334766,4,1,3,1
,11.4,17.3,7.1,28.3,,Boulevard Haussmann,2025.0,3.0,2.0,13.0,61.93562231759657,4,2,2,2
,10.6,15.5,5.2,23.4,,Boulevard Haussmann,2025.0,3.0,2.0,14.0,58.15021459227468,2,1,1,1
,8.2,24.1,9.7,38.8,,Boulevard Haussmann,2025.0,3.0,2.0,15.0,76.23605150214593,1,1,2,1
,,23.3,7.1,34.0,,Boulevard Haussmann,2025.0,3.0,2.0,16.0,74.55364806866953,4,1,4,4
,7.5,28.9,7.3,40.0,,Boulevard Haussmann,2025.0,3.0,2.0,17.0,86.3304721030043,3,4,4,3
,11.2,38.8,9.3,53.0,,Boulevard Haussmann,2025.0,3.0,2.0,18.0,109.12562814070353,3,2,4,4
,14.4,30.0,4.2,36.4,,Boulevard Haussmann,2025.0,3.0,2.0,19.0,88.64377682403435,3,4,4,2
,10.6,30.1,4.7,37.2,,Boulevard Haussmann,2025.0,3.0,2.0,20.0,88.85407725321889,3,3,2,3
,15.3,32.0,3.7,37.8,,Boulevard Haussmann,2025.0,3.0,2.0,21.0,92.84978540772534,4,1,3,2
,17.1,34.7,4.3,41.2,,Boulevard Haussmann,2025.0,3.0,2.0,22.0,98.52789699570816,2,2,1,3
,20.1,39.6,4.2,46.1,,Boulevard Haussmann,2025.0,3.0,2.0,23.0,111.09547738693468,2,3,1,1
,17.9,34.4,3.7,40.2,,Boulevard Haussmann,2025.0,3.0,3.0,0.0,97.8969957081545,3,1,2,2
,20.6,26.9,3.0,31.5,,Boulevard Haussmann,2025.0,3.0,3.0,1.0,82.12446351931331,2,3,2,3
,22.2,26.9,3.4,32.2,,Boulevard Haussmann,2025.0,3.0,3.0,2.0,82.12446351931331,3,4,4,4
,31.9,30.5,2.5,34.4,,Boulevard Haussmann,2025.0,3.0,3.0,3.0,89.69527896995709,3,4,3,1
,17.1,32.6,2.7,36.7,,Boulevard Haussmann,2025.0,3.0,3.0,4.0,94.11158798283262,1,2,4,1
,18.2,38.5,4.3,45.1,,Boulevard Haussmann,2025.0,3.0,3.0,5.0,108.38693467336684,4,3,3,2
,22.3,50.7,22.7,85.9,,Boulevard Haussmann,2025.0,3.0,3.0,6.0,138.42713567839198,4,3,4,2
,20.2,58.1,36.7,114.4,,Boulevard Haussmann,2025.0,3.0,3.0,7.0,152.34246575342465,3,4,1,3
,22.7,52.4,34.0,104.7,,Boulevard Haussmann,2025.0,3.0,3.0,8.0,142.61306532663318,4,4,3,1
,26.3,51.8,35.5,105.9,,Boulevard Haussmann,2025.0,3.0,3.0,9.0,141.1356783919598,2,2,1,1
,25.6,58.8,44.8,127.6,,Boulevard Haussmann,2025.0,3.0,3.0,10.0,152.70389884088513,3,1,4,2
,21.4,56.4,33.4,107.2,,Boulevard Haussmann,2025.0,3.0,3.0,11.0,151.46469968387777,1,2,1,1
,17.3,46.8,20.7,78.1,,Boulevard Haussmann,2025.0,3.0,3.0,12.0,128.82412060301507,2,4,2,4
,14.3,37.1,14.2,58.6,,Boulevard Haussmann,2025.0,3.0,3.0,13.0,104.93969849246233,1,2,1,3
,15.0,27.2,8.4,39.9,,Boulevard Haussmann,2025.0,3.0,3.0,14.0,82.75536480686696,1,1,1,1
,17.2,36.0,13.4,56.4,,Boulevard Haussmann,2025.0,3.0,3.0,15.0,102.23115577889448,4,4,4,1
,14.9,33.7,8.2,46.2,,Boulevard Haussmann,2025.0,3.0,3.0,16.0,96.42489270386268,4,1,1,1
,12.1,36.3,7.8,48.2,,Boulevard Haussmann,2025.0,3.0,3.0,17.0,102.96984924623116,3,2,1,3
,12.9,42.5,8.4,55.3,,Boulevard Haussmann,2025.0,3.0,3.0,18.0,118.2361809045226,4,1,2,2
,19.0,54.9,8.6,68.0,,Boulevard Haussmann,2025.0,3.0,3.0,19.0,148.76884422110552,1,4,3,4
,21.9,47.5,5.8,56.4,,Boulevard Haussmann,2025.0,3.0,3.0,20.0,130.54773869346735,1,4,3,2
,22.6,48.0,4.7,55.2,,Boulevard Haussmann,2025.0,3.0,3.0,21.0,131.7788944723618,2,1,1,1
,17.6,63.6,7.8,75.6,,Boulevard Haussmann,2025.0,3.0,3.0,22.0,155.18229715489989,1,2,3,4
,22.8,61.7,7.4,73.0,,Boulevard Haussmann,2025.0,3.0,3.0,23.0,154.20126448893572,3,2,3,1
,21.5,59.4,5.8,68.1,,Boulevard Haussmann,2025.0,3.0,4.0,0.0,153.013698630137,3,2,1,3
,23.2,61.0,5.2,68.9,,Boulevard Haussmann,2025.0,3.0,4.0,1.0,153.83983140147524,4,2,4,3
,31.8,54.2,4.1,60.4,,Boulevard Haussmann,2025.0,3.0,4.0,2.0,147.04522613065328,4,3,1,3
,30.3,53.6,5.1,61.4,,Boulevard Haussmann,2025.0,3.0,4.0,3.0,145.5678391959799,4,3,3,1
,31.5,58.6,9.0,72.4,,Boulevard Haussmann,2025.0,3.0,4.0,4.0,152.60063224446787,3,1,2,2
,25.9,49.5,6.7,59.9,,Boulevard Haussmann,2025.0,3.0,4.0,5.0,135.47236180904522,1,3,3,2
,27.2,53.8,10.8,70.4,,Boulevard Haussmann,2025.0,3.0,4.0,6.0,146.0603015075377,4,3,4,1
,26.2,55.3,26.6,95.9,,Boulevard Haussmann,2025.0,3.0,4.0,7.0,149.7537688442211,2,3,1,1
,32.5,55.2,38.8,114.8,,Boulevard Haussmann,2025.0,3.0,4.0,8.0,149.50753768844223,4,1,3,4
,27.0,55.0,46.3,126.0,,Boulevard Haussmann,2025.0,3.0,4.0,9.0,149.01507537688445,3,3,3,3
,28.6,55.6,39.3,115.7,,Boulevard Haussmann,2025.0,3.0,4.0,10.0,151.05163329820863,4,2,2,2
,32.4,62.3,43.3,129.2,,Boulevard Haussmann,2025.0,3.0,4.0,11.0,154.51106427818758,1,2,4,2
,36.5,66.7,46.8,138.1,,Boulevard Haussmann,2025.0,3.0,4.0,12.0,156.78292939936776,4,1,3,4
,31.1,63.7,35.8,118.5,,Boulevard Haussmann,2025.0,3.0,4.0,13.0,155.23393045310854,3,1,3,4
,31.1,60.2,27.2,102.3,,Boulevard Haussmann,2025.0,3.0,4.0,14.0,153.42676501580613,3,1,1,1
,23.2,57.2,21.0,89.2,,Boulevard Haussmann,2025.0,3.0,4.0,15.0,151.87776606954688,2,4,4,1
,20.6,42.6,13.7,63.4,,Boulevard Haussmann,2025.0,3.0,4.0,16.0,118.48241206030151,3,3,2,1
,16.1,40.1,10.1,55.7,,Boulevard Haussmann,2025.0,3.0,4.0,17.0,112.32663316582916,2,1,3,3
,25.2,43.5,6.6,53.5,,Boulevard Haussmann,2025.0,3.0,4.0,18.0,120.69849246231156,1,1,4,2
,23.3,70.6,12.9,90.2,,Boulevard Haussmann,2025.0,3.0,4.0,19.0,158.79662802950477,3,1,4,4
,27.7,83.1,18.7,112.0,,Boulevard Haussmann,2025.0,3.0,4.0,20.0,165.2507903055848,4,2,4,2
,24.3,83.2,25.0,121.3,,Boulevard Haussmann,2025.0,3.0,4.0,21.0,165.30242360379347,1,1,4,1
,33.7,88.4,40.3,150.0,,Boulevard Haussmann,2025.0,3.0,4.0,22.0,167.9873551106428,4,2,3,3
,40.0,95.2,123.4,284.4,,Boulevard Haussmann,2025.0,3.0,4.0,23.0,171.49841938883034,4,2,4,2
,41.1,89.4,134.4,295.4,,Boulevard Haussmann,2025.0,3.0,5.0,0.0,168.5036880927292,4,4,1,1
,44.0,85.2,126.8,279.6,,Boulevard Haussmann,2025.0,3.0,5.0,1.0,166.3350895679663,1,1,1,4
,41.3,78.1,104.5,238.3,,Boulevard Haussmann,2025.0,3.0,5.0,2.0,162.66912539515278,1,4,2,1
,51.9,71.2,99.2,223.4,,Boulevard Haussmann,2025.0,3.0,5.0,3.0,159.1064278187566,3,1,2,1
,48.0,68.9,98.4,219.9,,Boulevard Haussmann,2025.0,3.0,5.0,4.0,157.91886195995787,4,3,4,2
,37.4,61.9,29.9,107.7,,Boulevard Haussmann,2025.0,3.0,5.0,5.0,154.304531085353,2,1,2,3
,40.7,62.2,42.8,127.8,,Boulevard Haussmann,2025.0,3.0,5.0,6.0,154.45943097997892,3,1,4,4
,39.8,65.6,72.2,176.2,,Boulevard Haussmann,2025.0,3.0,5.0,7.0,156.2149631190727,1,1,1,4
,42.4,72.0,116.1,250.0,,Boulevard Haussmann,2025.0,3.0,5.0,8.0,159.5194942044257,2,1,1,4
,37.0,75.4,93.8,219.2,,Boulevard Haussmann,2025.0,3.0,5.0,9.0,161.2750263435195,1,1,1,3
,40.4,82.2,109.8,250.6,,Boulevard Haussmann,2025.0,3.0,5.0,10.0,164.78609062170707,2,1,1,4
,39.7,80.4,80.8,204.1,,Boulevard Haussmann,2025.0,3.0,5.0,11.0,163.85669125395154,3,4,2,1
,39.7,66.0,44.1,133.6,,Boulevard Haussmann,2025.0,3.0,5.0,12.0,156.42149631190728,2,3,2,3
,20.1,48.5,24.7,86.4,,Boulevard Haussmann,2025.0,3.0,5.0,13.0,133.01005025125627,3,4,4,4
,11.7,46.2,24.3,83.4,,Boulevard Haussmann,2025.0,3.0,5.0,14.0,127.34673366834171,1,3,2,3
,12.8,54.4,27.8,97.0,,Boulevard Haussmann,2025.0,3.0,5.0,15.0,147.53768844221105,2,4,1,1
,13.2,53.5,28.1,96.6,,Boulevard Haussmann,2025.0,3.0,5.0,16.0,145.321608040201,4,4,1,2
,12.6,56.0,23.9,92.6,,Boulevard Haussmann,2025.0,3.0,5.0,17.0,151.2581664910432,4,1,4,3
,19.2,63.6,23.0,98.9,,Boulevard Haussmann,2025.0,3.0,5.0,18.0,155.18229715489989,1,4,1,2
,21.8,95.6,29.7,141.1,,Boulevard Haussmann,2025.0,3.0,5.0,19.0,171.7049525816649,2,3,1,3
,39.2,103.9,104.9,264.8,,Boulevard Haussmann,2025.0,3.0,5.0,20.0,175.99051633298208,4,2,4,1
,47.8,103.0,135.6,310.8,,Boulevard Haussmann,2025.0,3.0,5.0,21.0,175.5258166491043,3,3,4,2
,45.1,100.0,122.5,287.8,,Boulevard Haussmann,2025.0,3.0,5.0,22.0,173.9768177028451,2,4,3,4
,33.5,94.3,89.3,231.1,,Boulevard Haussmann,2025.0,3.0,5.0,23.0,171.03371970495257,2,2,2,4
,30.2,87.3,36.5,143.2,,Boulevard Haussmann,2025.0,3.0,6.0,0.0,167.41938883034774,4,1,2,2
